System,Site,Process,Condition,ICM V4.0,ICM V3.1 Surgical,ICM V3.1 Non-surgical,Unique code,APII code
Neurological (incl eyes),Spinal cord,Haemorrhage,Extradural haemorrhage,4.3.15.1,1.4.3.15.1,2.4.3.15.1,NE14,N06
Neurological (incl eyes),Spinal cord,Haemorrhage,Spinal cord haematoma,4.3.15.2,1.4.3.15.2,2.4.3.15.2,NE71,N03
Neurological (incl eyes),Spinal cord,Infection,Epidural or subdural abscess,4.3.27.1,1.4.3.27.1,2.4.3.27.1,NE48,N01
Neurological (incl eyes),Spinal cord,Infection,Poliomyelitis,4.3.27.2,1.4.3.27.2,2.4.3.27.2,RE96,N01
Neurological (incl eyes),Spinal cord,Infection,Tetanus,4.3.27.3,1.4.3.27.3,2.4.3.27.3,NE36,N01
Neurological (incl eyes),Spinal cord,Tumour or malignancy,Primary cord or meninges tumour,4.3.39.1,1.4.3.39.1,2.4.3.39.1,NE30,N02
Neurological (incl eyes),Spinal cord,Tumour or malignancy,Extrinsic compression of cord by non-neural tumour,4.3.39.2,1.4.3.39.2,2.4.3.39.2,NE16,N02
Neurological (incl eyes),Spinal cord,Vascular,Spinal cord ischaemia,4.3.41.1,1.4.3.41.1,2.4.3.41.1,NE72,C12
Neurological (incl eyes),Spinal cord,Vascular,Arterio-venous malformation,4.3.41.2,1.4.3.41.2,2.4.3.41.2,NE86,N14
Neurological (incl eyes),Spinal cord,Trauma,Cervical cord injury,4.3.56.1,1.4.3.56.1,2.4.3.56.1,NE9,N03
Neurological (incl eyes),Spinal cord,Trauma,Thoracic cord injury,4.3.56.2,1.4.3.56.2,2.4.3.56.2,NE37,N03
Neurological (incl eyes),Spinal cord,Trauma,Lumbar cord or cauda equina injury,4.3.56.3,1.4.3.56.3,2.4.3.56.3,NE13,N03
Neurological (incl eyes),Spinal cord,Trauma,Chronic spinal cord injury,4.3.56.4,1.4.3.56.4,2.4.3.56.4,NE42,N03
Neurological (incl eyes),Spinal cord,Congenital or acquired deformity or abnormality,Compression of spinal cord or nerve root by intervertebral disc,4.3.8.1,1.4.3.8.1,2.4.3.8.1,NE10,N14
Neurological (incl eyes),Spinal cord,Congenital or acquired deformity or abnormality,Spinal stenosis,4.3.8.2,1.4.3.8.2,2.4.3.8.2,NE34,N14
Neurological (incl eyes),Spinal cord,Congenital or acquired deformity or abnormality,Spina bifida or meningomyelocele,4.3.8.3,1.4.3.8.3,2.4.3.8.3,NE33,N14
Neurological (incl eyes),Spinal cord,Congenital or acquired deformity or abnormality,Multiple sclerosis,4.3.8.4,1.4.3.8.4,2.4.3.8.4,NE26,N35
Neurological (incl eyes),Spinal cord,Congenital or acquired deformity or abnormality,Spinal syrinx,4.3.8.5,1.4.3.8.5,2.4.3.8.5,NE73,N14
Neurological (incl eyes),Spinal cord,Degeneration,Motor neurone disease,4.3.9.1,1.4.3.9.1,2.4.3.9.1,NE24,N08
Neurological (incl eyes),Spinal cord,Degeneration,Transverse myelitis,4.3.9.2,1.4.3.9.2,2.4.3.9.2,NE62,N35
Neurological (incl eyes),Peripheral nervous system,Infection,Infective polyneuropathy,4.4.27.1,1.4.4.27.1,2.4.4.27.1,NE18,N01
Neurological (incl eyes),Peripheral nervous system,Infection,Leprosy,4.4.27.2,1.4.4.27.2,2.4.4.27.2,DE19,M01
Neurological (incl eyes),Peripheral nervous system,Infection,Botulism,4.4.27.3,1.4.4.27.3,2.4.4.27.3,NE64,N01
Neurological (incl eyes),Peripheral nervous system,Inflammation,Guillain-Barr� syndrome,4.4.28.1,1.4.4.28.1,2.4.4.28.1,RE52,N08
Neurological (incl eyes),Peripheral nervous system,Inflammation,Toxic polyneuropathy,4.4.28.2,1.4.4.28.2,2.4.4.28.2,NE60,N08
Neurological (incl eyes),Peripheral nervous system,Inflammation,Autoimmune polyneuropathy,4.4.28.3,1.4.4.28.3,2.4.4.28.3,NE3,N08
Neurological (incl eyes),Peripheral nervous system,Inflammation,Porphyria,4.4.28.4,1.4.4.28.4,2.4.4.28.4,HA27,H32
Neurological (incl eyes),Peripheral nervous system,Inflammation,Critical illness polyneuropathy,4.4.28.5,1.4.4.28.5,2.4.4.28.5,NE80,N08
Neurological (incl eyes),Peripheral nervous system,Trauma,Brachial plexus injury,4.4.56.1,1.4.4.56.1,2.4.4.56.1,NE39,N03
Neurological (incl eyes),Peripheral nervous system,Trauma,Lumbar plexus injury,4.4.56.2,1.4.4.56.2,2.4.4.56.2,NE20,N03
Neurological (incl eyes),Peripheral nervous system,Degeneration,Motor neurone disease,4.4.9.1,1.4.4.9.1,2.4.4.9.1,NE24,N08
Neurological (incl eyes),NMJ disorders,Congenital or acquired deformity or abnormality,Pseudocholinesterase deficiency,4.5.8.1,1.4.5.8.1,2.4.5.8.1,NE31,N08
Neurological (incl eyes),NMJ disorders,Congenital or acquired deformity or abnormality,Failure of reversal of non-depolarising neuromuscular blockers,4.5.8.2,1.4.5.8.2,2.4.5.8.2,NE17,N08
Neurological (incl eyes),NMJ disorders,Congenital or acquired deformity or abnormality,Myasthenia gravi, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with sedatives or hypnotic, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with alcohol,, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with carbon monoxide,6, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with gases (not carbon monoxide),6, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with agent not defined,6, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with warfarin,6., Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with narcotic, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with tri- or tetracyclic antidepressant, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with non-cyclic antidepressant, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with cardiovascular drug, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with aspiri, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with paracetamo, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with industrial or agricultural chemical, Met, Thermoreg & poisoning,"Accidental intoxication, poisoning or medication event",Adverse event associated with insuli, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with sedatives or hypnotics,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with alcohol,6.8., Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with carbon monoxide,6.8., Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with gases (not carbon monoxide),6.8., Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with agent not defined,6.8., Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with warfarin,6.8.3, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with narcotics,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with tri- or tetracyclic antidepressants,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with non-cyclic antidepressants,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with cardiovascular drugs,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with aspirin,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with paracetamol,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with industrial or agricultural chemicals,6, Met, Thermoreg & poisoning,Self-harm or self poisoning,Self-harm with insulin,6.8.34.9,1.6.8.34.9,2.6.8.34.9,EN95,N04
Genito-urinary,Kidney or ureter,Failure,Acute renal failure due to infection,7.1.13.1,1.7.1.13.1,2.7.1.13.1,GE5,M28
Genito-urinary,Kidney or ureter,Failure,Acute renal failure due to haemodynamic causes,7.1.13.2,1.7.1.13.2,2.7.1.13.2,GE4,M28
Genito-urinary,Kidney or ureter,Failure,Acute renal failure due to toxic or drug causes,7.1.13.3,1.7.1.13.3,2.7.1.13.3,GE6,K36
Genito-urinary,Kidney or ureter,Failure,Chronic renal failure,7.1.13.5,1.7.1.13.5,2.7.1.13.5,GE17,K35
Genito-urinary,Kidney or ureter,Failure,Tumour lysis syndrome,7.1.13.6,1.7.1.13.6,2.7.1.13.6,CA157,M28
Genito-urinary,Kidney or ureter,Failure,Acute renal failure due to haemolytic uraemic syndrome,7.1.13.7,1.7.1.13.7,2.7.1.13.7,HA37,H32
Genito-urinary,Kidney or ureter,Haemorrhage,Retroperitoneal haemorrhage,7.1.15.1,1.7.1.15.1,2.7.1.15.1,GE48,K23
Genito-urinary,Kidney or ureter,Haemorrhage,Traumatic damage to renal vessels,7.1.15.2,1.7.1.15.2,2.7.1.15.2,GE69,K03
Genito-urinary,Kidney or ureter,Haemorrhage,Renal artery aneurysm or dissection,7.1.15.3,1.7.1.15.3,2.7.1.15.3,GE44,C12
Genito-urinary,Kidney or ureter,Infection,Pyelonephritis or pyonephrosis,7.1.27.1,1.7.1.27.1,2.7.1.27.1,GE42,K01
Genito-urinary,Kidney or ureter,Infection,Perinephric abscess,7.1.27.2,1.7.1.27.2,2.7.1.27.2,GE38,K01
Genito-urinary,Kidney or ureter,Infection,Leptospirosis,7.1.27.3,1.7.1.27.3,2.7.1.27.3,GE29,R01
Genito-urinary,Kidney or ureter,Infection,CAPD related peritonitis,7.1.27.4,1.7.1.27.4,2.7.1.27.4,GA16,G01
Genito-urinary,Kidney or ureter,Inflammation,Glomerulonephritis,7.1.28.1,1.7.1.28.1,2.7.1.28.1,GE20,M28
Genito-urinary,Kidney or ureter,Inflammation,Nephrotic syndrome,7.1.28.2,1.7.1.28.2,2.7.1.28.2,GE32,K28
Genito-urinary,Kidney or ureter,Inflammation,Renal vasculitis,7.1.28.3,1.7.1.28.3,2.7.1.28.3,GE68,C12
Genito-urinary,Kidney or ureter,Obstruction,Ureteric or renal obstruction,7.1.30.1,1.7.1.30.1,2.7.1.30.1,GE54,K26
Genito-urinary,Kidney or ureter,Transplant (or related),Kidney allograft,7.1.37.1,1.7.1.37.1,2.7.1.37.1,GE8,K33
Genito-urinary,Kidney or ureter,Transplant (or related),Kidney autograft,7.1.37.2,1.7.1.37.2,2.7.1.37.2,GE12,K33
Genito-urinary,Kidney or ureter,Transplant (or related),Kidney allograft rejection,7.1.37.3,1.7.1.37.3,2.7.1.37.3,GE64,K33
Genito-urinary,Kidney or ureter,Tumour or malignancy,Renal or ureteric tumour,7.1.39.1,1.7.1.39.1,2.7.1.39.1,GE47,K02
Genito-urinary,Kidney or ureter,Vascular,Renal artery stenosis or occlusion,7.1.41.1,1.7.1.41.1,2.7.1.41.1,GE65,C12
Genito-urinary,Kidney or ureter,Vascular,Renal artery aneurysm or dissection,7.1.41.2,1.7.1.41.2,2.7.1.41.2,GE44,C12
Genito-urinary,Kidney or ureter,Vascular,Renal artery embolus,7.1.41.3,1.7.1.41.3,2.7.1.41.3,GE45,K13
Genito-urinary,Kidney or ureter,Vascular,Renal infarction,7.1.41.4,1.7.1.41.4,2.7.1.41.4,GE46,C12
Genito-urinary,Kidney or ureter,Vascular,Retroperitoneal haemorrhage,7.1.41.5,1.7.1.41.5,2.7.1.41.5,GE48,K23
Genito-urinary,Kidney or ureter,Vascular,Traumatic damage to renal vessels,7.1.41.6,1.7.1.41.6,2.7.1.41.6,GE69,K03
Genito-urinary,Kidney or ureter,Vascular,Renal vasculitis,7.1.41.7,1.7.1.41.7,2.7.1.41.7,GE68,C12
Genito-urinary,Kidney or ureter,Vascular,Renal vein thrombosis,7.1.41.8,1.7.1.41.8,2.7.1.41.8,CA166,C12
Genito-urinary,Kidney or ureter,Trauma (or traumatic rupture),Traumatic renal rupture,7.1.56.1,1.7.1.56.1,2.7.1.56.1,GE73,K03
Genito-urinary,Kidney or ureter,Trauma (or traumatic rupture),Traumatic disruption of ureter,7.1.56.2,1.7.1.56.2,2.7.1.56.2,GE71,K03
Genito-urinary,Kidney or ureter,Trauma (or traumatic rupture),Traumatic damage to renal vessels,7.1.56.3,1.7.1.56.3,2.7.1.56.3,GE69,K03
Genito-urinary,Kidney or ureter,Trauma (or traumatic rupture),Instrumental damage to kidney or ureter,7.1.56.4,1.7.1.56.4,2.7.1.56.4,GE61,K03
Genito-urinary,Kidney or ureter,Trauma (or traumatic rupture),Instrumental damage to renal vessels,7.1.56.5,1.7.1.56.5,2.7.1.56.5,GE95,K03
Genito-urinary,Kidney or ureter,"Non-traumatic aneurysm, dissection or fistula",Leaking renal or ureteric anastomosis,7.1.57.1,1.7.1.57.1,2.7.1.57.1,GE78,K26
Genito-urinary,Kidney or ureter,"Non-traumatic aneurysm, dissection or fistula",Renal artery aneurysm or dissection,7.1.57.2,1.7.1.57.2,2.7.1.57.2,GE44,C12
Genito-urinary,Kidney or ureter,Congenital or acquired deformity or abnormality,Polycystic kidneys,7.1.8.1,1.7.1.8.1,2.7.1.8.1,GE39,K14
Genito-urinary,Kidney or ureter,Congenital or acquired deformity or abnormality,Renal agenesis or hypoplasia,7.1.8.2,1.7.1.8.2,2.7.1.8.2,GE43,K14
Genito-urinary,Kidney or ureter,Congenital or acquired deformity or abnormality,Nephrolithiasis (stone disease),7.1.8.3,1.7.1.8.3,2.7.1.8.3,GE63,K26
Genito-urinary,Kidney or ureter,Congenital or acquired deformity or abnormality,Renal amyloid,7.1.8.4,1.7.1.8.4,2.7.1.8.4,GE77,K35
Genito-urinary,Bladder or urethra,Haemorrhage,Haemorrhage from urethra,7.2.15.1,1.7.2.15.1,2.7.2.15.1,GE23,K23
Genito-urinary,Bladder or urethra,Haemorrhage,Haemorrhage from bladder,7.2.15.2,1.7.2.15.2,2.7.2.15.2,GE21,K23
Genito-urinary,Bladder or urethra,Infection,"Cystitis, pyocystis or urethritis",7.2.27.1,1.7.2.27.1,2.7.2.27.1,GE18,K01
Genito-urinary,Bladder or urethra,Obstruction,Bladder outlet obstruction,7.2.30.1,1.7.2.30.1,2.7.2.30.1,GE14,K26
Genito-urinary,Bladder or urethra,Tumour or malignancy,Bladder tumour,7.2.39.1,1.7.2.39.1,2.7.2.39.1,GE15,K02
Genito-urinary,Bladder or urethra,Tumour or malignancy,Urethral tumour,7.2.39.2,1.7.2.39.2,2.7.2.39.2,GE55,K02
Genito-urinary,Bladder or urethra,"Trauma (or traumatic perforation, rupture or fistula)",Traumatic perforation or rupture of bladder,7.2.56.1,1.7.2.56.1,2.7.2.56.1,GE72,K03
Genito-urinary,Bladder or urethra,"Trauma (or traumatic perforation, rupture or fistula)",Traumatic perforation or rupture of urethra,7.2.56.2,1.7.2.56.2,2.7.2.56.2,GE70,K03
Genito-urinary,Bladder or urethra,"Trauma (or traumatic perforation, rupture or fistula)",Instrumental damage to bladder or urethra,7.2.56.3,1.7.2.56.3,2.7.2.56.3,GE27,K03
Genito-urinary,Bladder or urethra,"Trauma (or traumatic perforation, rupture or fistula)",Trauma related bladder fistula,7.2.56.4,1.7.2.56.4,2.7.2.56.4,GE79,K03
Genito-urinary,Bladder or urethra,"Trauma (or traumatic perforation, rupture or fistula)",Trauma related urethral fistula,7.2.56.5,1.7.2.56.5,2.7.2.56.5,GE89,K03
Genito-urinary,Bladder or urethra,"Non-traumatic perforation, rupture or fistula",Non-traumatic perforation or rupture of bladder,7.2.57.1,1.7.2.57.1,2.7.2.57.1,GE84,K26
Genito-urinary,Bladder or urethra,"Non-traumatic perforation, rupture or fistula",Non-traumatic perforation or rupture of urethra,7.2.57.2,1.7.2.57.2,2.7.2.57.2,GE85,K26
Genito-urinary,Bladder or urethra,"Non-traumatic perforation, rupture or fistula",Non-trauma related bladder fistula,7.2.57.3,1.7.2.57.3,2.7.2.57.3,GE86,K26
Genito-urinary,Bladder or urethra,"Non-traumatic perforation, rupture or fistula",Non-trauma related urethral fistula,7.2.57.4,1.7.2.57.4,2.7.2.57.4,GE90,K26
Genito-urinary,Bladder or urethra,Congenital or acquired deformity or abnormality,Abnormality of bladder or urinary diversion procedure,7.2.8.1,1.7.2.8.1,2.7.2.8.1,GE1,K14
Genito-urinary,Bladder or urethra,Congenital or acquired deformity or abnormality,Abnormality of urethra,7.2.8.2,1.7.2.8.2,2.7.2.8.2,GE2,K14
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Haemorrhage,Haemorrhage from uterus,7.3.15.1,1.7.3.15.1,2.7.3.15.1,GE24,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Haemorrhage,Haemorrhage from ovary or fallopian tubes,7.3.15.2,1.7.3.15.2,2.7.3.15.2,GE22,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Infection,Uterine cavity infection,7.3.27.1,1.7.3.27.1,2.7.3.27.1,GE56,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Infection,Pelvic infection or abscess,7.3.27.2,1.7.3.27.2,2.7.3.27.2,GE36,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Infection,Toxic shock syndrome,7.3.27.3,1.7.3.27.3,2.7.3.27.3,GE51,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Infection,Tubo-ovarian abscess,7.3.27.4,1.7.3.27.4,2.7.3.27.4,GE53,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Over-activity,Ovarian hyperstimulation,7.3.32.1,1.7.3.32.1,2.7.3.32.1,EN55,K30
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Tumour or malignancy,Ovarian tumour,7.3.39.1,1.7.3.39.1,2.7.3.39.1,EN56,K02
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Tumour or malignancy,Vulval or vaginal tumour,7.3.39.3,1.7.3.39.3,2.7.3.39.3,GE59,K02
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Tumour or malignancy,Ovarian cyst,7.3.39.4,1.7.3.39.4,2.7.3.39.4,GE35,K35
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Tumour or malignancy,Uterine tumour (non-fibroids),7.3.39.5,1.7.3.39.5,2.7.3.39.5,GE80,K02
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Tumour or malignancy,Uterine fibroids,7.3.39.6,1.7.3.39.6,2.7.3.39.6,GE81,K02
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),Traumatic perforation or rupture of uterus,7.3.56.1,1.7.3.56.1,2.7.3.56.1,GE87,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),"Instrumental damage to uterus, ovaries or fallopian tubes",7.3.56.2,1.7.3.56.2,2.7.3.56.2,GE62,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),Non-accidental injury to female genitalia ,7.3.56.3,1.7.3.56.3,2.7.3.56.3,GE33,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),Traumatic damage to uterine vessels,7.3.56.4,1.7.3.56.4,2.7.3.56.4,GE91,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),Instrumental damage to uterine vessels,7.3.56.5,1.7.3.56.5,2.7.3.56.5,GE92,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),Traumatic damage to ovarian vessels,7.3.56.6,1.7.3.56.6,2.7.3.56.6,GE93,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Trauma (or traumatic perforation or rupture),Instrumental damage to ovarian vessels,7.3.56.7,1.7.3.56.7,2.7.3.56.7,GE94,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Non-traumatic rupture,Non-traumatic rupture of uterus,7.3.57.1,1.7.3.57.1,2.7.3.57.1,GE88,K26
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (non-obs)",Congenital or acquired deformity or abnormality,Abnormality of external genitalia,7.3.8.1,1.7.3.8.1,2.7.3.8.1,GE74,K14
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Haemorrhage,Antepartum haemorrhage,7.4.15.1,1.7.4.15.1,2.7.4.15.1,GE11,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Haemorrhage,Ectopic pregnancy,7.4.15.3,1.7.4.15.3,2.7.4.15.3,GE19,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Haemorrhage,Peripartum haemorrhage,7.4.15.4,1.7.4.15.4,2.7.4.15.4,GE82,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Haemorrhage,Postpartum haemorrhage,7.4.15.5,1.7.4.15.5,2.7.4.15.5,GE83,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Infection,Amnionitis,7.4.27.1,1.7.4.27.1,2.7.4.27.1,GE9,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Infection,Pelvic infection or abscess,7.4.27.2,1.7.4.27.2,2.7.4.27.2,GE36,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Infection,Infected retained products of conception,7.4.27.3,1.7.4.27.3,2.7.4.27.3,GE25,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Infection,Septic abortion,7.4.27.4,1.7.4.27.4,2.7.4.27.4,GE49,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Inflammation (intrauterine death),Intrauterine death,7.4.28.1,1.7.4.28.1,2.7.4.28.1,GE28,K01
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Over-activity,Ovarian hyperstimulation,7.4.32.1,1.7.4.32.1,2.7.4.32.1,EN55,K30
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Tumour or malignancy,Molar pregnancy,7.4.39.1,1.7.4.39.1,2.7.4.39.1,GE31,K02
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Vascular,Amniotic fluid embolus,7.4.41.1,1.7.4.41.1,2.7.4.41.1,GE10,R13
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Vascular,HELLP syndrome,7.4.41.2,1.7.4.41.2,2.7.4.41.2,HA28,C16
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Vascular,Pre-eclampsia,7.4.41.3,1.7.4.41.3,2.7.4.41.3,GE40,C16
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Pregnancy,Normal pregnancy,7.4.55.1,1.7.4.55.1,2.7.4.55.1,GE76,NCA
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Pregnancy,Ectopic pregnancy,7.4.55.2,1.7.4.55.2,2.7.4.55.2,GE19,K23
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Pregnancy,Molar pregnancy,7.4.55.3,1.7.4.55.3,2.7.4.55.3,GE31,K02
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Trauma (or traumatic perforation or rupture),Traumatic perforation or rupture of uterus,7.4.56.1,1.7.4.56.1,2.7.4.56.1,GE87,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Trauma (or traumatic perforation or rupture),"Instrumental damage to uterus, ovaries or fallopian tubes",7.4.56.2,1.7.4.56.2,2.7.4.56.2,GE62,K03
Genito-urinary,"Ovary, fallopian tubes, uterus or genitalia (obs)",Non-traumatic rupture,Non-traumatic rupture of uterus,7.4.57.1,1.7.4.57.1,2.7.4.57.1,GE88,K26
Genito-urinary,"Testes, prostate or penis",Haemorrhage,Haemorrhage from prostate gland,7.5.15.1,1.7.5.15.1,2.7.5.15.1,GE16,K23
Genito-urinary,"Testes, prostate or penis",Infection,Prostatitis,7.5.27.1,1.7.5.27.1,2.7.5.27.1,GE41,K01
Genito-urinary,"Testes, prostate or penis",Infection,"Testicular, prostatatic or penile abscess",7.5.27.2,1.7.5.27.2,2.7.5.27.2,GE3,K01
Genito-urinary,"Testes, prostate or penis",Infection,Fournier's gangrene of perineal tissues,7.5.27.3,1.7.5.27.3,2.7.5.27.3,GA32,K01
Genito-urinary,"Testes, prostate or penis",Tumour or malignancy (or hyperplasia),Testicular or penile tumour,7.5.39.1,1.7.5.39.1,2.7.5.39.1,GE50,K02
Genito-urinary,"Testes, prostate or penis",Tumour or malignancy (or hyperplasia),Benign prostatic hyperplasia,7.5.39.2,1.7.5.39.2,2.7.5.39.2,GE13,K02
Genito-urinary,"Testes, prostate or penis",Tumour or malignancy (or hyperplasia),Malignant prostatic tumour,7.5.39.3,1.7.5.39.3,2.7.5.39.3,GE30,K02
Genito-urinary,"Testes, prostate or penis",Trauma,"Traumatic damage to testes, prostrate or penis",7.5.56.1,1.7.5.56.1,2.7.5.56.1,GE52,K03
Genito-urinary,"Testes, prostate or penis",Trauma,"Instrumental damage to testes, prostrate or penis",7.5.56.2,1.7.5.56.2,2.7.5.56.2,GE26,K03
Genito-urinary,"Testes, prostate or penis",Trauma,Non-accidental injury to male genitalia,7.5.56.3,1.7.5.56.3,2.7.5.56.3,GE34,K03
Genito-urinary,"Testes, prostate or penis",Congenital or acquired deformity or abnormality,"Abnormality of testes, prostate or penis",7.5.8.1,1.7.5.8.1,2.7.5.8.1,GE75,K14
"Endo, Met, Thermoreg & Tox",Thyroid,Haemorrhage,Haemorrhage into or from thyroid,8.1.15.1,1.8.1.15.1,2.8.1.15.1,EN27,M23
"Endo, Met, Thermoreg & Tox",Thyroid,Over-activity,Hyperthyroidism,8.1.32.1,1.8.1.32.1,2.8.1.32.1,EN32,M30
"Endo, Met, Thermoreg & Tox",Thyroid,Over-activity,Thyroid crisis,8.1.32.2,1.8.1.32.2,2.8.1.32.2,EN68,M30
"Endo, Met, Thermoreg & Tox",Thyroid,Tumour or malignancy,Thyroid tumour,8.1.39.1,1.8.1.39.1,2.8.1.39.1,EN70,M02
"Endo, Met, Thermoreg & Tox",Thyroid,Under-activity,Hypothyroidism or myxoedema,8.1.40.1,1.8.1.40.1,2.8.1.40.1,EN36,M30
"Endo, Met, Thermoreg & Tox",Thyroid,Congenital or acquired deformity or abnormality,Thyroid cysts,8.1.8.1,1.8.1.8.1,2.8.1.8.1,EN69,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Sex chromosome disorders,Turner's syndrome (XO),8.11.46.1,1.8.11.46.1,2.8.11.46.1,EN83,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Sex chromosome disorders,Klinefelter's syndrome (XXY),8.11.46.2,1.8.11.46.2,2.8.11.46.2,EN86,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Sex chromosome disorders,"Sex chromosome disorder, neither Kleinfelter's syndrome (XXY) nor Turner's syndrome (XO)",8.11.46.3,1.8.11.46.3,2.8.11.46.3,EN75,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Contiguous gene syndromes,Contiguous gene syndromes,8.11.47.1,1.8.11.47.1,2.8.11.47.1,EN85,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Trisomy,Trisomy 18 (Edward's syndrome),8.11.53.1,1.8.11.53.1,2.8.11.53.1,EN81,M14
